sttn_no,sttn_name,longitude,latitude
09112,국립419묘지삼거리 윤극영가옥,127.010438,37.64653
09113,국립419묘지삼거리 윤극영가옥,127.0106931578,37.6463224596
09114,인수동백운교회입구,127.0106566466,37.644587883
09115,인수동백운교회입구,127.0109421731,37.644309423
09116,인수중학교 극동아파트,127.010828591,37.6425036675
09117,인수중학교 극동아파트,127.0110529305,37.6423108154
09118,서울영어마을수유캠프국립재활원입구,127.011902,37.640048
09119,서울영어마을수유캠프국립재활원입구,127.01185,37.64031
09120,인수동장미원,127.0155272484,37.6450333774
09121,인수동장미원,127.0159997041,37.6445998945
09122,가오리역,127.0165777635,37.6418977929
09123,가오리역,127.0168113608,37.6416805827
09124,북부성모의원,127.01746,37.646853
09125,북부성모병원,127.0170948735,37.6467578286
09126,수유2동주민센터우이시장,127.019428906,37.6450886664
09127,수유2동주민센터우이시장,127.020202,37.644893
09128,광산사거리,127.021765,37.643365
09129,광산사거리,127.021913,37.643647
09130,우이초등학교후문,127.0136267756,37.6383971504
09131,우이초등학교후문,127.0138284749,37.6384286647
09132,인수동청수탕입구,127.012868,37.637168
09133,인수동청수탕입구,127.0130723558,37.6365184578
09134,우이초등학교,127.0171140536,37.6365089299
09135,우이초등학교,127.017357,37.63681
09136,화계사입구 한신대학교대학원,127.013957,37.633975
09137,화계사입구 한신대학교대학원,127.0139522376,37.6337259037
09138,수유동삼양탕앞,127.015551,37.63408
09139,수유동삼양탕앞,127.0149108072,37.6338204001
09140,화계사입구사거리,127.016899104,37.6342866157
09141,화계사입구사거리,127.0168721385,37.6339931438
09142,강북노인종합복지관,127.0189955726,37.6344334502
09143,강북노인종합복지관,127.01914,37.634218
09144,신일병원,127.022267,37.634723
09145,신일병원,127.0212163361,37.6343871166
09146,강북구청,127.02602,37.640412
09147,강북구청,127.026213,37.640615
09148,강북경찰서입구,127.0286868166,37.6351433469
09149,강북경찰서입구,127.029118,37.634985
09150,북부시장입구,127.031872,37.635428
09151,북부시장입구,127.0322808941,37.6351685497
09152,번동사거리,127.03503,37.636125
09153,번동사거리,127.03451,37.635633
09154,북부수도사업소,127.0361604414,37.6342350364
09155,북부수도사업소,127.0352743398,37.6349568396
09156,수유보건지소,127.0174696835,37.6333403549
09157,수유보건지소,127.0177047638,37.6332538827
09158,빨래골입구 수유1동주민센터,127.017765125,37.629858846
09159,빨래골입구 서울수유초등학교,127.017982,37.630007
09160,롯데마트삼양점 래미안1차아파트,127.0182240004,37.6252947897
09161,롯데마트삼양점 래미안1차아파트,127.01844,37.62547
09162,삼양초등학교,127.018997,37.623249
09163,삼양초등학교,127.019088,37.623407
09164,강북청소년문화정보도서관입구,127.020175,37.621833
09165,강북청소년문화정보도서관입구,127.0205867332,37.62151722
09166,삼양동사거리,127.0213079919,37.6180883036
09167,삼양동사거리,127.0214576496,37.6185334123
09168,송천초등학교 미아뉴타운입구,127.0221103696,37.6154596915
09169,송천초등학교 미아뉴타운입구,127.0223138592,37.6140963114
09170,삼양동사거리,127.022342,37.619154
09171,삼양동사거리,127.021773,37.619143
09172,성암국제무역고등학교,127.024985,37.618327
09173,성암국제무역고등학교,127.0255230955,37.6179423926
09174,삼양동사거리입구,127.02838,37.61729
09175,삼양동사거리입구,127.028487,37.61706
09176,강북보건소,127.039033,37.632253
09177,신창교,127.0385729384,37.633285201
09179,강북보건소,127.039233,37.632478
09180,번동주공4단지,127.0399848073,37.6313780406
09181,초안교,127.04109,37.63111
09182,번동주공3단지,127.0434628856,37.6290195783
09183,번동주공3단지,127.044375,37.628652
09184,번동주공1단지,127.048129578,37.6255071471
09185,번동주공1단지,127.047227,37.627015
09186,오현초등학교,127.0479843518,37.6234130879
09187,북서울꿈의숲,127.0442546555,37.6191713406
09188,송중동한일유엔아이,127.0379534336,37.6137499056
09189,창문여고앞,127.0354111524,37.611997767
09190,숭곡초등학교입구,127.031828,37.610022
09194,강북청소년수련관,127.006839,37.645667
09195,강북청소년수련관,127.006806,37.645786
09196,국립4 19민주묘지,127.009145,37.646899
09197,국립4 19민주묘지,127.008957,37.64695
09198,강북중학교,127.0235480508,37.6448419212
09199,한성운수차고지,127.036702,37.634382
09200,광산사거리,127.0229920646,37.6425235501
09201,광산사거리,127.0231023914,37.643844513
09203,수유중앙시장,127.0227228438,37.6403601066
09205,대한병원,127.0231692841,37.6367337539
09206,삼성화재강북지점,127.0248073406,37.6355100656
09207,강북구청사거리,127.028315436,37.6388225533
09208,강북구청사거리,127.0285953685,37.6389603513
09209,수송초등학교,127.0313717256,37.6367835337
09210,수송초등학교,127.0316539386,37.6369600703
09211,수유중학교혜화여고,127.013588,37.63211
09212,혜화여고,127.013792,37.631977
09213,서울정인학교,127.013001965,37.6292133906
09214,우광타운,127.013128,37.629297
09215,구세군강북종합사회복지관입구,127.0123860255,37.6247738195
09216,구세군강북종합사회복지관입구,127.012504,37.62492
09217,솔샘중고등학교 팔팔?미송경로당,127.013138,37.623368
09218,솔샘중고등학교 팔팔?미송경로당,127.0130269844,37.6232608308
09219,동북프라자,127.018418,37.619885
09220,동북시장,127.018796,37.619995
09221,두산위브아파트입구,127.016258,37.620027
09222,두산위브아파트입구,127.0161949742,37.6201498963
09223,삼각산동SK아파트북한산시티미양초등학교,127.013398,37.620197
09224,삼양동벽산라이브파크미양초등학교,127.012611,37.620308
09225,SK아파트 벽산아파트상가,127.0111968544,37.6197323732
09226,SK아파트 벽산아파트상가,127.0113418872,37.6199369055
09227,솔샘터널,127.009232,37.618778
09228,번동주공아파트3단지4단지,127.039935,37.629378
09229,번동주공아파트3단지4단지,127.041138,37.63011
09230,번동초등학교,127.0398418797,37.6289388579
09231,번동한솔솔파크,127.03828,37.627663
09232,번동한솔솔파크,127.037812026,37.6275338363
09233,번동해모로아파트,127.036817,37.626375
09234,번동해모로아파트,127.036975,37.626853
09235,강북문화정보도서관,127.037288,37.625232
09236,강북문화정보도서관,127.036928,37.625388
09237,동문굿모닝힐,127.0377556282,37.6235474611
09238,동문굿모닝힐,127.0374543779,37.623740389
09239,북서울꿈의숲,127.0375263014,37.6225842756
09240,꿈의숲롯데캐슬아파트,127.035814,37.617995
09241,꿈의숲롯데캐슬아파트,127.0359374797,37.6185988921
09242,경남아너스빌 꿈의숲해링턴아파트,127.034503,37.616498
09243,경남아너스빌 꿈의숲해링턴아파트,127.0345744355,37.6167487855
09244,송중초등학교,127.031159,37.616419
09245,송중초등학교,127.0316486841,37.6165541394
09246,수유3동우체국,127.0275793554,37.6400256713
09247,수유3동우체국,127.028118,37.64006
09248,수유역 노스페이스문화센터,127.026899,37.638953
09249,수유역 강북구청,127.0250607476,37.6376933332
09253,미아역8번출구 신일중고,127.025544449,37.627378539
09255,영신여객차고지(우이동종점),127.011345,37.662778
09256,영신여객차고지(우이동종점),127.011263,37.662914
09260,미아사거리역,127.0297349566,37.6153850288
09261,미아사거리역,127.0304393218,37.6117784388
09263,한신대학교,127.0130710226,37.635375886
09266,수유사거리,127.024333,37.63462
09267,수유사거리,127.024917,37.634925
09269,송중동주민센터앞,127.0333691522,37.6160580688
09270,송중동경남아너스빌정문,127.0340849359,37.6132978404
09271,북서울꿈의숲,127.0378333766,37.6227175379
09272,수유역 강북구청,127.0260514034,37.6386311446
09273,삼각산보건지소,127.015455,37.61704
09274,삼각산보건지소,127.0152813623,37.6174683906
09275,삼각산동삼각산아이원아파트후문,127.0188312494,37.616347829
09276,삼각산동삼각산아이원아파트후문,127.018745,37.616273
09277,롯데백화점미아점,127.0307561737,37.614709413
09278,우이동주민센터입구,127.0123580949,37.6476640054
09279,창문여고,127.0358638935,37.6121340119
09283,솔샘터널,127.009213,37.618743
09286,우이동도선사입구,127.012956,37.662789
09289,우이동차고지기점,127.012021,37.662987
09290,한성운수종점,127.035297,37.634618
09291,화계사입구 종점,127.013707,37.632628
09293,SK아파트벽산아파트상가,127.0111164185,37.6196972385
09294,우이동차고지종점,127.012302,37.663158
09295,삼각산동삼각산아이원아파트정문,127.0166880013,37.6161778465
09298,삼각산동삼각산아이원아파트정문,127.0164422295,37.616358098
09302,삼각산고 래미안트리베라,127.021813,37.61443
09303,삼각산고 래미안트리베라,127.021202,37.614468
09304,방천시장입구,127.033147,37.611208
09305,화계사입구 한신대학교대학원,127.01343,37.633257
09306,미아사거리역 롯데백화점,127.0302283114,37.6140792311
09307,삼각산119안전센터,127.015178,37.619548
09308,삼각산119안전센터,127.015343,37.619795
09310,무량사입구,127.00794393,37.6462100417
09311,무량사입구,127.007842,37.646323
09312,꿈의숲주차장입구,127.0453126023,37.6208649775
09313,수유중앙시장,127.0223875946,37.6408936108
09314,대한병원,127.022882,37.636835
09500,우이동,127.0122904688,37.6634309704
09501,미송경로당,127.0127201301,37.6241772665
09502,번동초교 솔그린APT 하나은행,127.0395643313,37.6289921152
09503,연일슈퍼,127.0303510091,37.6289011321
09504,빨래골,127.010183,37.627439
09505,본원정사,127.0063793815,37.6381013089
09506,아카데미하우스 통일교육원,127.0020125009,37.6420400906
09507,성원아파트,127.0134,37.661095
09510,번동슈퍼,127.0378426735,37.627648264
09512,샛별슈퍼,127.0310972055,37.6278746042
09513,수연슈퍼,127.01135,37.627719
09514,모아빌라,127.0074386095,37.638200457
09515,신성빌라,127.003531011,37.6435025092
09516,송중동주민센터,127.0333691747,37.6161085295
09517,마을버스사무실,127.0129139934,37.6249774078
09518,청화슈퍼,127.036646366,37.6278189463
09520,믿음슈퍼,127.0321221868,37.6270885851
09521,다리앞,127.0122018705,37.6278825764
09522,해청빌라,127.0076913639,37.6375342546
09523,백련사,127.0045157924,37.6441927035
09525,구세군강북종합사회복지관,127.0138350809,37.6251665309
09526,교육촌경로당,127.03564,37.62716
09528,당진슈퍼,127.0323276996,37.6255143363
09529,삼흥연립,127.013346,37.628087
09530,기도원입구,127.007915,37.637014
09531,강북청소년수련관,127.0070203007,37.6456973855
09532,보람미용실,127.015405311,37.6252573458
09533,영순슈퍼,127.0344605841,37.6266121006
09534,동문굿모닝힐,127.0374657868,37.6238998772
09535,삼광학원,127.0321493948,37.6244988638
09536,한빛맹아학교,127.0152179897,37.6287112892
09537,형제슈퍼,127.0098045717,37.6366827714
09539,쌍문교,127.0246386377,37.6461780008
09540,페리카나치킨,127.01654052,37.625406772
09541,당진슈퍼,127.032482888,37.6254665363
09543,동성마트,127.0321875376,37.6236275055
09544,한빛예술단,127.016291,37.629395
09545,삼성하이츠빌라,127.011015,37.636735
09546,도일타운,127.011938,37.636753
09547,강북중학교,127.023286184,37.6445347047
09548,삼양시장 롯데마트,127.0174161828,37.6250705419
09550,한영교회,127.0323753581,37.623077793
09551,수유1동주민센터 파출소,127.0175250022,37.6301526349
09553,광산사거리,127.023056642,37.6424802856
09554,삼양부동산,127.0180165771,37.6248776198
09556,제일슈퍼,127.0326717873,37.6221991545
09557,진주빌딩,127.0179523198,37.6309112824
09558,청수탕,127.0126565535,37.6367446746
09560,강북구청,127.0259840261,37.6403810594
09561,삼양오거리,127.0188481065,37.6247891837
09562,도일타운,127.0118237871,37.6369021524
09563,홈빌라트,127.0329273916,37.62124033
09564,광성슈퍼,127.0186380913,37.6321483624
09566,인수초중학교,127.0107834163,37.6435561341
09567,수유역,127.0249677991,37.6375906296
09568,오현초등학교,127.0459678973,37.6235355369
09569,구 삼양극장,127.0211399902,37.6248635854
09571,꿈의숲해링턴아파트101동앞,127.0331749954,37.6201373335
09572,화계유치원,127.019526826,37.6338728904
09573,한신대신학대학원 화계사,127.0139839635,37.6337304054
09576,주공1 2단지한진아파트,127.0447499944,37.6253372712
09577,삼양신협,127.0232915478,37.6254173467
09578,번3동주민센터,127.0466039503,37.6261592427
09579,미아사거리전철역,127.030484,37.612966
09580,꿈의숲해링턴아파트105동앞,127.033583,37.618384
09582,삼양탕,127.0149765253,37.6338294026
09583,국립재활원,127.0115682035,37.6402544989
09585,신원아파트 북서울꿈의교회,127.044224785,37.6261160053
09586,미아역6번출구,127.0253864806,37.625939543
09588,꿈의숲해링턴아파트108동앞,127.033989,37.616662
09589,북한산스카이빌딩,127.0236086128,37.6356860225
09590,송암교회 화계사거리 수유보건지소,127.016816616,37.6339778333
09591,강북구의회 강북문화예술회관,127.0142820851,37.6403416065
09592,경남아너스빌정문,127.0344291798,37.6130688648
09593,기산아파트 2단지후문,127.0442392677,37.6276136002
09594,미아역7번출구,127.025885,37.626782
09595,수유역,127.0253881411,37.6374815091
09597,가오리,127.016284405,37.6406305942
09598,송중동주민센터,127.0336239934,37.6159868107
09599,쌍문교,127.0245795335,37.6456427714
09600,주공3단지정문,127.0423068222,37.6282486714
09631,깨순이김밥,127.0253321368,37.6260467836
09642,8번지입구,127.0378208986,37.6137400363
09656,번동삼거리,127.0279469112,37.6350975692
09682,벽산아파트,127.0199332209,37.6409823569
09717,한양아파트입구 삼덕상운,127.0409777233,37.6279896285
09718,삼양신협,127.023522,37.625637
09739,미아사거리역2번출구,127.03086,37.613971
09753,양지빌라,127.0380243258,37.6150510498
09754,성당앞,127.0220299226,37.6422570137
09760,하나은행 새마을금고,127.039527,37.628747
09767,북서울꿈의숲,127.044096,37.618983
09769,강북반석교회,127.021441,37.625108
09770,8번지슈퍼,127.0380371932,37.6158503081
09771,롯데백화점,127.030938,37.614457
09773,중앙시장,127.022469,37.64039
09774,강북구민운동장 4단지,127.0385973548,37.630107976
09775,훌랄라치킨,127.0188730581,37.624899112
09776,산장빌라,127.0380476824,37.6164279001
09777,화계유치원,127.0193274421,37.6339936682
09779,강북보건소 번2동주민센터,127.0370685406,37.631544792
09780,삼일약국 롯데마트,127.017932,37.625035
09781,삼우하이츠빌라,127.0372251142,37.6160812447
09782,꿈의숲해링턴아파트108동앞,127.03406,37.61671
09783,성일빌딩,127.0183911221,37.6322619376
09785,금호 현대아파트,127.0363141169,37.6318694163
09786,삼양시장,127.017349,37.625226
09787,한일아파트후문,127.0371511878,37.6154856509
09788,꿈의숲해링턴아파트105동앞,127.03367,37.618395
09789,수유1동주민센터 파출소,127.0175703804,37.6304022281
09790,수유역,127.024586,37.636852
09791,로얄공인중계사무소,127.0350081615,37.632733949
09792,페리카나치킨,127.016582455,37.6254842593
09793,장미맨션,127.0371417568,37.6147440609
09794,꿈의숲해링턴아파트101동앞,127.0333154191,37.620030966
09795,한빛예술단,127.0162720978,37.6296268423
09798,주공5단지,127.0343739731,37.6333955299
09799,보람미용실,127.015432518,37.6253402419
09800,한일아파트정문,127.0371221189,37.6139772435
09801,홈빌라트,127.0330531131,37.6211844276
09802,한빛맹아학교,127.015161,37.628796
09803,송암교회 화계사거리 수유보건지소,127.0170113546,37.6342732728
09804,강북종합시장,127.0253984583,37.6411606222
09805,금강산병원 전자공단,127.0337455976,37.6344085277
09806,구세군강북종합사회복지관,127.0137637329,37.625303504
09807,8번지입구,127.0377245997,37.613707628
09808,제일슈퍼,127.0327828202,37.6222270573
09809,삼흥연립,127.01344,37.628212
09811,성당앞,127.0218894421,37.6423669718
09812,번동5거리 북부노동지청,127.0340110218,37.6350464176
09813,다리앞,127.0122245437,37.627969078
09814,한신대신학대학원 화계사,127.0135376169,37.634119725
09815,벽산아파트,127.0199139997,37.6411409504
09817,월산슈퍼,127.012515263,37.6252901267
09818,방천시장입구,127.0334019855,37.6109552133
09819,한영교회,127.032525,37.622997
09820,수연슈퍼,127.011384,37.627803
09821,유진슈퍼,127.0132670716,37.63553896
09822,가오리,127.0162289098,37.6407630608
09824,정은빌라,127.012449672,37.6259965831
09825,미아사거리역,127.0309028649,37.6127265273
09826,삼광학원,127.0322762463,37.6244222371
09827,빨래골,127.01008,37.627491
09828,청수탕,127.0126679297,37.6369587608
09829,강북구의회 강북문화예술회관,127.014098535,37.6404389454
09830,빨래골입구,127.0123647948,37.6265516594
09831,삼성하이츠빌라,127.011080062,37.6368907918
09832,국립재활원,127.0119761285,37.6402256236
09833,성원아파트,127.0134032107,37.6617153182
09834,수유역 강북구청,127.0259230173,37.6376399831
09835,청소년독서실,127.0122706768,37.6260353485
09836,믿음슈퍼,127.0322943991,37.6271020543
09837,형제슈퍼,127.0097995802,37.6368864275
09841,당진슈퍼,127.0326970216,37.6254962129
09843,우광슈퍼,127.031599,37.628003
09844,기도원입구,127.007973,37.637072
09845,인수초중학교,127.011019117,37.6435398929
09847,솔샘중고등학교,127.0125898279,37.6240619418
09848,영순슈퍼,127.0345928361,37.6264670403
09851,해청빌라,127.007837,37.637507
09853,벽산아파트,127.0110031514,37.619802676
09854,금강슈퍼,127.0357113281,37.6270767404
09856,모아빌라,127.0077503725,37.6382309279
09857,국립419민주묘지삼거리 윤극영가옥,127.0107157988,37.6461584609
09859,청화슈퍼,127.0367029926,37.6277765778
09860,동문굿모닝힐,127.0377522537,37.6235952196
09861,본원정사,127.0064915618,37.6381346428
09863,주공5단지,127.0341463204,37.6335857244
09865,번동초등학교,127.0393340964,37.6285317388
09868,로얄공인중계사무소,127.0347759274,37.6328106097
09870,강북문화정보도서관 해모로아파트,127.0370107352,37.6258127839
09872,금호 현대아파트,127.0364126242,37.6317369268
09873,강북보건소앞 번2동주민센터,127.0376226365,37.6316563508
09875,백련사,127.00480365,37.6445864643
09876,강북보건소 번2동주민센터,127.0373743139,37.6312689643
09877,신성빌라,127.0034868249,37.6436773202
09878,강북구민운동장 4단지,127.0385078133,37.6300386219
09880,아카데미하우스 통일교육원,127.0019309161,37.6421608368
09881,번동슈퍼,127.0376036568,37.6277177238
09882,한양아파트입구 삼덕상운,127.0410988513,37.627812073
09883,주공3단지정문,127.0422330792,37.6280702834
09884,기산아파트 2단지후문,127.0440252483,37.6277956991
09885,신원아파트 북서울꿈의교회,127.0441737213,37.6259772576
09886,주공1 2단지한진아파트,127.0448958911,37.6249236185
09887,오현초등학교,127.0460254038,37.6230966867
09888,주공1 2단지한진아파트,127.0446457062,37.6252363894
09890,번3동주민센터,127.0466752399,37.6260240521
09893,현대백화점 E마트 빅토리아호텔,127.0304770554,37.610179269
09894,미아사거리역 롯데백화점,127.030113,37.61424
09895,광산사거리,127.0227668587,37.6434913546
09896,보람빌딩,127.0250915337,37.6348963686
09897,번동5거리 북부노동지청,127.0338943188,37.6350509566
09898,금강산병원 전자공단,127.0336730577,37.6343535824
09899,하나은행 새마을금고,127.0396898577,37.6285541467
09903,우이3교,127.035708,37.636407
09905,당진슈퍼,127.0324443854,37.6255043924
09908,삼성래미안아파트,127.0210554967,37.6144948223
09909,성우아파트,127.0217994295,37.6174096971
09913,미아사거리역,127.029758625,37.6150849616
09920,두산위브아파트,127.0154198988,37.6190948303
09934,한영교회,127.0318418008,37.6231428162
09936,달팽이계단,127.0311295427,37.6239152351
09937,대성빌라정문,127.0304263922,37.6248327216
09938,신구한일아파트입구,127.029785532,37.6257429795
09939,실버복지센터,127.029372,37.627171
09940,남양빌라,127.0284627093,37.626857045
09941,미아역3번출구,127.0269693692,37.6264897538
09942,미아역1번출구,127.0258843935,37.6275568794
09943,수유시장,127.0240584476,37.6321924359
09944,요진아파트,127.026553857,37.6336246217
09945,우일빌딩앞,127.0274879166,37.634811133
09946,신구한일아파트입구,127.0296336871,37.6256574148
09947,대성빌라정문,127.0301941441,37.6248255726
09948,달팽이계단,127.0309176532,37.623820677
09949,한영교회,127.0320253405,37.6231743045
09950,한국전력공사,127.0247048513,37.6305370136
09994,창문여고앞,127.035382,37.611885
010001,도봉산역,127.0455053816,37.6890359607
010002,도봉산역,127.0457253227,37.6885817356
010003,도봉한신아파트,127.04598371,37.6839230725
010004,도봉한신아파트,127.046067,37.682672
010005,서울북부지방법원 검찰청 도봉역성황당,127.0448851161,37.6776824784
010006,서울북부지방법원 검찰청 도봉역성황당,127.045103,37.677262
010007,신도봉사거리,127.0441629656,37.6733126379
010008,신도봉사거리,127.044333,37.67275
010009,도봉소방서 방학역남부,127.0429312049,37.6661739233
010010,도봉소방서 방학역남부,127.0430251134,37.665702886
010011,도봉보건소,127.0407623758,37.6589364195
010012,도봉보건소 북한산아이파크아파트,127.040517,37.658205
010013,도봉구민회관 도봉문화원,127.0381736668,37.6545598452
010014,도봉구민회관 도봉문화원,127.037977,37.653968
010015,쌍문역,127.0347686574,37.6488174173
010016,쌍문역,127.0344600639,37.6480714136
010017,우이1교앞,127.0326524367,37.6452929962
010018,우이1교앞,127.03242,37.644652
010019,신도봉시장 도봉구청 방학역북부,127.0436250299,37.6699703757
010020,신도봉시장 도봉구청 방학역북부,127.0436336184,37.6692224773
010103,도봉동한신아파트,127.0456109086,37.6826140348
010104,도봉동한신아파트,127.0459586654,37.6821047926
010105,녹천역,127.052427,37.643223
010107,서울북부지방법원 검찰청 도봉역성황당,127.0451325639,37.6771834389
010108,서울북부지방법원 검찰청 도봉역성황당,127.0446529158,37.6770277354
010109,도봉견인차량보관소,127.0446001847,37.6741632354
010110,도봉견인차량보관소,127.0441500898,37.6741048347
010111,방학역,127.0437945509,37.6691842613
010113,도봉소방서,127.043188402,37.6656756185
010114,도봉소방서,127.0425798048,37.6651007798
010115,방학사거리 바로선병원,127.042275,37.661215
010116,방학사거리,127.0421039333,37.6622176747
010117,도봉보건소,127.040227,37.657513
010118,도봉보건소,127.04,37.657913
010119,함석헌기념관 정의여중고,127.0373872846,37.6526308865
010120,함석헌기념관 정의여중고,127.0365880712,37.6521851028
010121,도봉구민회관 도봉문화원,127.0382221679,37.6541047846
010122,도봉구민회관 도봉문화원,127.0381420661,37.6548202673
010124,쌍문역 쌍문시장,127.0340974005,37.6480246628
010126,쌍문역 쌍리단길,127.034272,37.647535
010127,우이1교앞,127.0321793259,37.643993768
010129,서울북부지방법원 검찰청 성우아파트,127.048374262,37.676134203
010130,서울북부지방법원 검찰청 성우아파트,127.047788,37.675807
010131,법조타운공영주차장,127.047318,37.674737
010132,법조타운공영주차장,127.046582,37.673315
010133,도봉구청,127.0463337031,37.6689552465
010134,도봉구청,127.046057508,37.6689221295
010135,방학1동대상타운현대삼성아파트,127.046438,37.665833
010136,방학1동대상타운현대삼성아파트,127.046003,37.666388
010137,창동쌍용 성원아파트,127.0494952497,37.6604251641
010138,창동쌍용아파트,127.048778,37.660497
010139,자운고등학교앞,127.0500065597,37.658932863
010140,자운고등학교앞,127.0496686321,37.6586807038
010141,창동동아청솔아파트,127.049804,37.65668
010142,창동동아청솔아파트,127.0495822895,37.656671335
010143,창동농협물류센터,127.050328,37.654932
010144,창동농협물류센터,127.0512466785,37.6542124806
010145,창동농협물류센터,127.051022,37.65383
010146,창동역동측,127.05058,37.653483
010147,창동동아아파트,127.051465,37.651933
010148,창동동아아파트,127.051443,37.651353
010149,창동주공19단지,127.0523899949,37.6490406835
010150,창동주공19단지,127.0520286111,37.6492264659
010151,창동주공18단지,127.0530436187,37.6470625209
010152,창동주공18단지,127.0527729177,37.6472653853
010153,도봉산입구,127.040722,37.687083
010154,도봉고등학교,127.044188,37.687318
010155,김근태기념도서관 도봉고등학교,127.044031,37.687489
010156,도봉역,127.046683,37.680322
010157,도봉역,127.0470845566,37.6803959104
010158,노원교,127.0490169573,37.6794237641
010159,노원교,127.0491191453,37.6796543968
010160,성대야구장노원교앞,127.04939,37.67907
010161,천주교도봉동교회,127.042713,37.671205
010162,천주교도봉동교회,127.0428107756,37.6713119921
010163,오봉초등학교,127.0391794072,37.6705203068
010164,오봉초등학교,127.03934,37.670787
010165,방학2동공영주차장,127.036635,37.669435
010166,방학2동공영주차장,127.0367133828,37.6696083095
010167,방학2동주민센터,127.034807,37.668217
010168,방학2동주민센터,127.0346224327,37.6682708426
010172,신방학중학교앞,127.027995,37.66372
010173,방학동신우빌라,127.03514,37.664078
010174,방학동신우빌라,127.0348959433,37.6641158948
010175,방학동삼익세라믹,127.03493,37.661672
010176,방학동삼익세라믹,127.0346738125,37.6617551365
010177,쌍문동청구아파트,127.035081,37.659737
010178,쌍문동청구아파트,127.0348107133,37.6596243231
010179,샘말어린이공원,127.0318158985,37.6686672058
010180,방학중학교정문,127.034428,37.666488
010181,방학중학교정문,127.034145,37.666548
010182,신한은행방학동지점,127.037293,37.663457
010183,신한은행방학동지점,127.037197641,37.6632312342
010184,연산군 정의공주묘,127.023323,37.661732
010185,연산군정의공주묘,127.0231445962,37.6620015247
010186,방학동신동아타워,127.028111025,37.6616802914
010187,방학동신동아타워,127.028692,37.662028
010188,방학3동신동아프라자,127.0274841055,37.6613704683
010189,방학동신동아아파트,127.0313834612,37.6619831294
010190,방학동신동아아파트,127.03202,37.662362
010191,국민은행방학지점,127.034242,37.662362
010192,국민은행방학지점,127.034113,37.662595
010193,신한은행방학동지점,127.037002395,37.6626546059
010194,신한은행방학동지점,127.036807,37.662933
010195,방학사거리,127.040618,37.66272
010196,방학사거리,127.040387,37.66298
010197,서울문화고등학교,127.046309519,37.6628720833
010198,서울문화고등학교,127.048067,37.662327
010199,서울문화고등학교,127.048068,37.662625
010200,쌍문동청한빌라,127.0150062055,37.6574593323
010201,쌍문동청한빌라,127.014762,37.657732
010202,쌍문동우이빌라,127.0191018217,37.6572182406
010203,쌍문동우이빌라,127.01802,37.657407
010204,초당초등학교,127.023049,37.657406
010205,초당초등학교,127.022295,37.657531
010206,방학동우성아파트,127.0242705926,37.6574046264
010207,방학동우성 청구아파트,127.0251,37.657656
010208,방학3동신동아프라자,127.0277400677,37.6608342669
010209,방학3동주민센터,127.0276286112,37.6598133715
010210,쌍문동성원아파트,127.0289334878,37.6576477672
010211,쌍문동성원아파트,127.028738,37.657845
010212,쌍문동한양 현대아파트,127.031452,37.657838
010213,쌍문동현대 한양아파트,127.0313205806,37.6580003804
010214,쌍문동삼익금호1차아파트,127.034792,37.658051
010215,쌍문동금호1차삼익아파트,127.0345433384,37.6582514168
010216,도봉구보건소앞,127.03753,37.657248
010217,도봉구보건소앞,127.0375891737,37.6574389797
010218,북서울교회,127.0136533178,37.6572562221
010219,서라벌중학교 우이동대우아파트,127.013223,37.655025
010221,덕성여대입구,127.013138,37.65106
010222,쌍문초등학교,127.0256814814,37.6469743334
010223,쌍문초등학교,127.02539,37.647095
010224,숭미초등학교,127.027789,37.649556
010225,숭미초등학교,127.027818,37.649833
010226,둘리뮤지엄 대우이안극동아파트,127.02842575,37.6517710532
010227,둘리뮤지엄 대우이안극동아파트,127.028262,37.651532
010228,창동주공1단지,127.0410046287,37.6542705499
010229,창동주공1단지아파트,127.040882,37.65367
010231,서울북부지방법원등기국,127.044525,37.651106
010232,서울북부지방법원등기국,127.0445412495,37.6514245604
010234,창동역서측,127.0461227769,37.652335845
010235,창4동주민센터,127.052332,37.652513
010236,창4동주민센터,127.0519925342,37.6527469996
010241,창동주공4단지,127.048225,37.6451
010242,창동주공4단지,127.0480754907,37.6453057413
010244,도봉문화정보도서관,127.044358,37.644087
010245,도봉문화정보도서관,127.0440281367,37.6442125083
010246,창림초교창동신창아파트앞,127.0410384214,37.6415355739
010247,창림초교창동신창아파트앞,127.0407268539,37.6416284932
010248,국립현대미술관창동레지던시,127.0394443113,37.6398501948
010249,국립현대미술관창동레지던시,127.039542,37.6404
010250,창동서울탁주앞,127.037383,37.637708
010251,창동서울탁주앞,127.036931039,37.6375883927
010252,창2동주민센터 보건지소,127.0336397512,37.6408990489
010253,창2동주민센터 보건지소,127.033467,37.640778
010256,창2동한일아파트,127.0372571163,37.6461539659
010257,창1동제1공영주차장입구,127.037605,37.64638
010258,한신아파트101동앞,127.0348523274,37.6459816934
010259,KT도봉지점,127.035125,37.646192
010260,창동청구빌라,127.039792,37.645895
010261,창동청구빌라,127.0395258217,37.6461243931
010262,창림초등학교후문,127.040517,37.643092
010263,창림초등학교후문,127.040335,37.643407
010264,창동대우아파트,127.0367159557,37.6426101856
010265,창동역동측(도봉방면),127.0499897686,37.6539743778
010266,창동역동측(노원방면),127.050183,37.653635
010269,서울가든아파트앞,127.0442008606,37.6469310032
010270,창1동주민센터,127.0430117184,37.6487636037
